,GPIO28,CCP3,,,,U2TX,CCP2,MIIRXD0,EPI0S34,,,,,,,,,U0RX,EPI0S38,USB0EPEN,GPIO28,SCIRXDA,,
,GPIO29,CCP5,,,,,,,EPI0S35,,,,,,,,MIITXER,U0TX,,USB0PFLT,GPIO29,SCITXDA,,
,GPIO30,,,,,,,,,,,,,,,,MIIMDIO,CAN0RX,,,GPIO30,,,EPWM9A
,GPIO31,,,,,,,,,,,,,,,,MIIRXD3,CAN0TX,,,GPIO31,,,EPWM9B
,GPIO32,CAN1RX,,,MIIRXCK,,,,,,,,,,,,,I2C0SDA,TRACED2,,GPIO32,I2CASDA,SCIRXDA,ADCSOCAO
,GPIO33,CAN1TX,,,MIIRXER,,,,,,CCP3,,,,,,,I2C0SCL,TRACED3,,GPIO33,I2CASCL,EPWMSYNCO,ADCSOCBO
,GPIO34,,,MIIPHYINTRn,,,,,EPI0S32,SSI1CLK,,,,,,,,,TRACECLK,XCLKOUT,GPIO34,ECAP1,SCIRXDA,XCLKOUT
,GPIO35,,,MIIMDC,,,,,EPI0S33,SSI1FSS,,,,,,,,U0TX,TRACED0,,GPIO35,SCITXDA,,
,GPIO36,CCP0,,MIIMDIO,,,,,EPI0S12,SSI1RX,,,,,,,,U0RX,,,GPIO36,SCIRXDA,,
,GPIO37,CCP2,,MIIRXD3,,,,,EPI0S15,SSI1TX,,,,,,,,,,,GPIO37,ECAP2,,
USB0VBUS,GPIO38,CCP1,,MIIRXD2,,,,,EPI0S38,,,,,,,,,,,,GPIO38,,,
,GPIO39(d),,,,,,,,,,,,,,,,,,,,GPIO39(d),,,
,GPIO40,U2RX,,I2C1SCL,,,,USB0EPEN,EPI0S13,,,,,,,,MIIRXD2,U4RX,,,GPIO40,,,
,GPIO41,U2TX,,I2C1SDA,,,,,EPI0S14,,,,,,,,MIIRXD1,U4TX,,,GPIO41,,,
USB0DM,GPIO42,,,MIICOL,,,,,EPI0S39,,,,,,,,,,,,GPIO42,,,
,GPIO43,,,MIICRS,,,,,,,,,,,,,MIIRXDV,,TRACED1,,GPIO43,,,
,GPIO44(d),,,,,,,,,,,,,,,,,,,,GPIO44(d),,,
USB0DP,GPIO45,CCP5,,MIITXEN,,,,,EPI0S40,,,,,,,,,,,,GPIO45,,,
USB0ID,GPIO46,,,MIITXCK,,,,,EPI0S41,,,,,,,,,,,,GPIO46,,,
,GPIO47,,,MIITXER,,,,,CCP5,EPI0S31,,,,,,,,,,,GPIO47,,,
,GPIO48,CCP6,,MIIPHYRSTn,,,,,EPI0S6,,,,,,,,,SSI3TX,,,GPIO48,ECAP5,,
,GPIO49,CCP7,,,,,,,EPI0S7,,,,,,,,MIIRXD0,SSI3RX,,,GPIO49,ECAP6,,
,GPIO50,,,,,,,,EPI0S1,MIITXD3,,,,,,,,SSI3CLK,,,GPIO50,EQEP1A,,
,GPIO51,,,,USB0EPEN,,,,EPI0S0,MIITXD2,,,,,,,,SSI3FSS,,,GPIO51,EQEP1B,,
,GPIO52,,,,USB0PFLT,,,,EPI0S10,MIITXD1,,SSI1CLK,,,,,,U3TX,,,GPIO52,EQEP1S,,
,GPIO53,,,,,,,,EPI0S11,MIITXD0,,SSI1FSS,,,,,,U3RX,,,GPIO53,EQEP1I,,
,GPIO54,,,,,,,,EPI0S26,MIIRXDV,,SSI1RX,,,,,MIITXEN,SSI0TX,,,GPIO54,SPISIMOA,,EQEP3A
,GPIO55,,,MIIRXCK,,,,,EPI0S27,,,SSI1TX,,,,,MIITXCK,SSI0RX,,,GPIO55,SPISOMIA,,EQEP3B
,GPIO56,,,MIIRXER,,,,,EPI0S16,,,I2C1SCL,,,,,,SSI0CLK,,,GPIO56,SPICLKA,,EQEP3S
,GPIO57,,,,,,,,EPI0S17,USB0PFLT,,I2C1SDA,,,,,MIIRXDV,SSI0FSS,,,GPIO57,SPISTEA,,EQEP3I
,GPIO58,,,,,,,,EPI0S18,CCP0,,,,,,,MIIRXCK,SSI0CLK,U0TX,,GPIO58,MCLKRA,,EPWM7A
,GPIO59,,,,,,,,EPI0S19,,CCP6,,,,,,MIIMDC,SSI0FSS,U0RX,,GPIO59,MFSRA,,EPWM7B
,GPIO60,,,,,,,,EPI0S28,,CCP4,,,,,,MIICOL,SSI1CLK,,,GPIO60,,,EPWM8A
,GPIO61,,,,,,,,EPI0S29,,CCP2,,,,,,MIICRS,SSI1FSS,,,GPIO61,,,EPWM8B
,GPIO62,,,,,,,,EPI0S30,,CCP1,,,,,,MIIPHYINTRn,U2RX,,,GPIO62,,,EPWM9A
,GPIO63/XCLKIN,,,,,,,,,,CCP0,,,,,,MIIPHYRSTn,U2TX,,,GPIO63/XCLKIN,,,EPWM9B
,GPIO64(d),,,,,,,,,,,,,,,,,,,,GPIO64(d),,,
,GPIO65(d),,,,,,,,,,,,,,,,,,,,GPIO65(d),,,
,GPIO66(d),,,,,,,,,,,,,,,,,,,,GPIO66(d),,,
,GPIO67(d),,,,,,,,,,,,,,,,,,,,GPIO67(d),,,
,GPIO68,CCP5,,MIITXD3,,CCP2,CCP4,,EPI0S2,CCP1,,,,,,,,,,,GPIO68,,,
,GPIO69,CCP1,,,,CCP3,USB0EPEN,,EPI0S3,,,,,,,,,,,,GPIO69,,,
,GPIO70,CCP3,,,,U1RX,CCP0,USB0PFLT,EPI0S4,,,,,,,,,,,,GPIO70,,,
,GPIO71,CCP4,,,CCP0,U1TX,USB0PFLT,,EPI0S5,,,,,,,,,,,,GPIO71,,,
