,GPIO26,CCP4,SSI1Rx,,,CCP2,,,EPI0S24,,,,,,,,,SSI3Clk,U2Rx,SSI1Clk,GPIO26,ECAP3,EQEP2I,
,GPIO27,CCP1,SSI1Tx,,,CCP7,,,EPI0S25,,,,,,,,,SSI3Fss,U2Tx,SSI1Fss,GPIO27,ECAP4,EQEP2S,
,GPIO28,CCP3,,,,U2Tx,CCP2,MII_RXD0,EPI0S34,,,,,,,,,U0Rx,EPI0S38,USB0EPEN,GPIO28,SCIRXDA,,
,GPIO29,CCP5,,,,,,,EPI0S35,,,,,,,,MII_TXER,U0Tx,,USB0PFLT,GPIO29,SCITXDA,,
,GPIO30,,,,,,,,,U1CTS,,,,,,,MII_MDIO,CAN0Rx,,,GPIO30,,,EPWM9A
,GPIO31,,,,,,,OFSD_2_N,,U1DCD,,,,,,,MII_RXD3,CAN0Tx,,,GPIO31,,,EPWM9B
,GPIO32,CAN1Rx,,,MII_RXCK,,,IID,,U1DSR,,,,,,,,I2C0SDA,TRACED2,,GPIO32,I2CSDAA,SCIRXDA,ADCSOCAO
,GPIO33,CAN1Tx,,,MII_RXER,,,ISESSEND,,U1RTS,CCP3,,,,,,,I2C0SCL,TRACED3,,GPIO33,I2CSCLA,EPWMSYNCO,ADCSOCBO
,GPIO34,,,MII_PHYINTRn,,,,IAVALID,EPI0S32,SSI1Clk,,,,,,,,,TRACECLK,XCLKOUT,GPIO34,ECAP1,SCIRXDA,XCLKOUT
,GPIO35,,,MII_MDC,,,,IVBUSVALID,EPI0S33,SSI1Fss,,,,,,,,U0Tx,TRACED0,,GPIO35,SCITXDA,,
,GPIO36,CCP0,,MII_MDIO,,,,IXRCV,EPI0S12,SSI1Rx,,,,,,,,U0Rx,,,GPIO36,SCIRXDA,,
,GPIO37,CCP2,,MII_RXD3,,,,IDM,EPI0S15,SSI1Tx,,,,,,,,,,MII_TXEN,GPIO37,ECAP2,,
USB0VBUS,GPIO38,CCP1,,MII_RXD2,,,,IDP,EPI0S38,,U1RTS,,,,,,,,,,GPIO38,,,
,GPIO39,,,,,,,OFSD_1_N,,,,,,,,,,,CAN1TX,,GPIO39,,,
,GPIO40,U2Rx,,I2C1SCL,,,,USB0EPEN,EPI0S13,,,,,,,,MII_RXD2,U4Rx,,MII_TXCK,GPIO40,,,
,GPIO41,U2Tx,,I2C1SDA,,,,ODISCHRGVBUS,EPI0S14,,,,,,,,MII_RXD1,U4Tx,,MII_TXER,GPIO41,,,
USB0DM,GPIO42,,,MII_COL,,,,OCHRGVBUS,EPI0S39,,,,,,,,,,,,GPIO42,,,
,GPIO43,,,MII_CRS,,,,ODMPULLDN,,,,,,,,,MII_RXDV,,TRACED1,,GPIO43,,,
,GPIO44,,,,,,,ODPPULLDN,,,,,,,,,,,CAN1Rx,,GPIO44,,,
USB0DP,GPIO45,CCP5,,MII_TXEN,,,,OLSD_2_N,EPI0S40,,U1DTR,,,,,,,,,,GPIO45,,,
USB0ID,GPIO46,,,MII_TXCK,,,,OLSD_1_N,EPI0S41,,U1RI,,,,,,,,,,GPIO46,,,
,GPIO47,,,MII_TXER,,,,OIDPULLUP,CCP5,EPI0S31,,,,,,,,,,MII_CRS,GPIO47,,,
,GPIO48,CCP6,,MII_PHYRSTn,,,,OSPEED,EPI0S6,,,,,,,,,SSI3Tx,,MII_TXD3,GPIO48,ECAP5,,
,GPIO49,CCP7,,,,,,OSUSPEND,EPI0S7,,,,,,,,MII_RXD0,SSI3Rx,,MII_TXD2,GPIO49,ECAP6,,
,GPIO50,,,,,,,OOE,EPI0S1,MII_TXD3,,,,,,,,SSI3Clk,,MII_TXD1,GPIO50,EQEP1A,,
,GPIO51,,,,USB0EPEN,,,ODMSE0,EPI0S0,MII_TXD2,,,,,,,,SSI3Fss,,MII_TXD0,GPIO51,EQEP1B,,
,GPIO52,,,,USB0PFLT,,,ODPDAT,EPI0S10,MII_TXD1,,SSI1Clk,,,,,,U3Tx,,MII_COL,GPIO52,EQEP1S,,
,GPIO53,,,,,,,,EPI0S11,MII_TXD0,,SSI1Fss,,,,,,U3Rx,,MII_PHYRSTn,GPIO53,EQEP1I,,
,GPIO54,,,,,,,,EPI0S26,MII_RXDV,,SSI1Rx,,,,,MII_TXEN,SSI0Tx,,MII_PHYINTRn,GPIO54,SPISIMOA,,EQEP3A
,GPIO55,,,MII_RXCK,,,,,EPI0S27,,,SSI1Tx,,,,,MII_TXCK,SSI0Rx,,MII_MDC,GPIO55,SPISOMIA,,EQEP3B
,GPIO56,,,MII_RXER,,,,,EPI0S16,,,I2C1SCL,,,,,,SSI0Clk,,MII_MDIO,GPIO56,SPICLKA,,EQEP3S
,GPIO57,,,,,,,,EPI0S17,USB0PFLT,,I2C1SDA,,,,,MII_RXDV,SSI0Fss,,MII_RXD3,GPIO57,SPISTEA,,EQEP3I
,GPIO58,,,,,,,,EPI0S18,CCP0,,,,,,,MII_RXCK,SSI0Clk,U0Tx,MII_RXD2,GPIO58,MCLKRA,,EPWM7A
,GPIO59,,,,,,,,EPI0S19,U1CTS,CCP6,,,,,,MII_MDC,SSI0Fss,U0Rx,MII_RXD1,GPIO59,MFSRA,,EPWM7B
,GPIO60,,,,,,,,EPI0S28,U1DCD,CCP4,,,,,,MII_COL,SSI1Clk,,MII_RXD0,GPIO60,,,EPWM8A
,GPIO61,,,,,,,,EPI0S29,U1DSR,CCP2,,,,,,MII_CRS,SSI1Fss,,MII_RXDV,GPIO61,,,EPWM8B
,GPIO62,,,,,,,,EPI0S30,U1RTS,CCP1,,,,,,MII_PHYINTRn,U2Rx,,MII_RXER,GPIO62,,,EPWM9A
,GPIO63/XCLKIN,,,,,,,,,U1DTR,CCP0,,,,,,MII_PHYRSTn,U2Tx,,MII_RXCK,GPIO63/XCLKIN,,,EPWM9B
,GPIO64,,,,,,,,EPI0S32,,,,,,,,,,,MII_RXD2,GPIO64,EQEP1A,EQEP2I,
,GPIO65,,,,,,,,EPI0S33,,,,,,,,,,,MII_COL,GPIO65,EQEP1B,EQEP2S,
,GPIO66,,,,,,,,EPI0S37,,,,,,,,,,,MII_TXEN,GPIO66,EQEP1S,EQEP2A,
,GPIO67,,,,,,,,EPI0S36,,,,,,,,,,,MII_TXCK,GPIO67,EQEP1I,EQEP2B,
,GPIO68,CCP5,,MII_TXD3,,CCP2,CCP4,,EPI0S2,CCP1,,,,,,,,,,,GPIO68,,,
,GPIO69,CCP1,,,,CCP3,USB0EPEN,,EPI0S3,,,,,,,,,,,,GPIO69,,,
,GPIO70,CCP3,,,,U1Rx,CCP0,USB0PFLT,EPI0S4,,,,,,,,,,,,GPIO70,,,
,GPIO71,CCP4,,,CCP0,U1Tx,USB0PFLT,,EPI0S5,,,,,,,,,,,,GPIO71,,,
,GPIO72,,,,,,,,,,,,,,,,,SSI0Tx,,,GPIO72,SPISIMOA,,
,GPIO73,,,,,,,,,,,,,,,,,SSI0Rx,,,GPIO73,SPISOMIA,,
,GPIO74,,,,,,,,,,,,,,,,,SSI0Clk,,,GPIO74,SPICLKA,,
,GPIO75,,,,,,,,,,,,,,,,,SSI0Fss,,,GPIO75,SPISTEA,,
,GPIO76,,,,,,,,,,,,,,,,MII_TXEN,SSI0Rx,,,GPIO76,,,
,GPIO77,,,,,,,,,,,,,,,,MII_TXCK,SSI0Tx,,,GPIO77,,,
,GPIO78,,,,,,,,,,,,,,,,MII_TXER,SSI0Clk,,,GPIO78,,,
,GPIO79,,,,,,,,,,,,,,,,MII_CRS,SSI0Fss,,,GPIO79,,,
,GPIO80,,,,,,,,,,,,,,,,MII_RXD3,,,SSI1Tx,GPIO80,,,
,GPIO81,,,,,,,,,,,,,,,,MII_RXD2,,,SSI1Rx,GPIO81,,,
,GPIO82,,,,,,,,,,,,,,,,MII_RXD1,,,SSI1Clk,GPIO82,,,
,GPIO83,,,,,,,,,,,,,,,,MII_RXD0,,,SSI1Fss,GPIO83,,,
,GPIO84,,,,,,,,,,,,,,,,MII_COL,SSI3Tx,,,GPIO84,,,
,GPIO85,,,,,,,,,,,,,,,,MII_PHYRSTn,SSI3Rx,,,GPIO85,,,
,GPIO86,,,,,,,,,,,,,,,,MII_PHYINTRn,SSI3Clk,,,GPIO86,,,
,GPIO87,,,,,,,,,,,,,,,,MII_MDC,SSI3Fss,,,GPIO87,,,
,GPIO88,,,,,,,,,,,,,,,,MII_MDIO,SSI2Tx,,,GPIO88,,,
,GPIO89,,,,,,,,,,,,,,,,MII_TXD3,SSI2Rx,,,GPIO89,,,
,GPIO90,,,,,,,,,,,,,,,,MII_TXD2,SSI2Clk,,,GPIO90,,,
,GPIO91,,,,,,,,,,,,,,,,MII_TXD1,SSI2Fss,,,GPIO91,,,
,GPIO92,,,,,,,,,,,,,,,,MII_TXD0,,,,GPIO92,,MDXA,
,GPIO93,,,,,,,,,,,,,,,,MII_RXDV,,,,GPIO93,,MDRA,
,GPIO94,,,,,,,,,,,,,,,,MII_RXER,,,,GPIO94,,MCLKXA,
,GPIO95,,,,,,,,,,,,,,,,MII_RXCK,,,,GPIO95,,MFSXA,
,GPIO96,,,,,,,,,,,,,,,,,I2C0SCL,,,GPIO96,,MCLKRA,
,GPIO97,,,,,,,,,,,,,,,,,I2C0SDA,,,GPIO97,,MFSRA,
,GPIO98,,,,,,,,,,,,,,,,,U1Rx,,,GPIO98,,,
,GPIO99,,,,,,,,,,,,,,,,,U1Tx,,,GPIO99,,,
,GPIO100,,,,,,,,,,,,,,,,,U3Tx,,,GPIO100,,,
,GPIO101,,,,,,,,,,,,,,,,,U3Rx,,,GPIO101,,,
,GPIO102,,,,,,,,,,,,,,,,,U4Rx,EPI0S42,USB0EPEN,GPIO102,,,
,GPIO103,,,,,,,,,,,,,,,,,U4Tx,EPI0S43,USB0PFLT,GPIO103,,,
,GPIO104,,,,,,,,,,,,,,,,,I2C1SCL,,,GPIO104,I2CSDAA,,
,GPIO105,,,,,,,,,,,,,,,,,I2C1SDA,,,GPIO105,I2CSCLA,,
,GPIO106,,,,,,,,,,,,,,,,,I2C0SCL,,,GPIO106,EQEP1A,,
,GPIO107,,,,,,,,,,,,,,,,,I2C0SDA,,,GPIO107,EQEP1B,,
,GPIO108,,,,,,,,,,,,,,,,,I2C1SCL,,,GPIO108,EQEP1S,,
,GPIO109,,,,,,,,,,,,,,,,,I2C1SDA,,,GPIO109,EQEP1I,,
,GPIO110,,,,,,,,,,,,,,,,,,,,GPIO110,,EQEP2A,EQEP3S
,GPIO111,,,,,,,,,,,,,,,,,,,,GPIO111,,EQEP2B,EQEP3I
,GPIO112,,,,,,,,,,,,,,,,,,,,GPIO112,,EQEP2I,EQEP3A
,GPIO113,,,,,,,,,,,,,,,,,,,,GPIO113,,EQEP2S,EQEP3B
,GPIO114,,,,,,,,,,,,,,,,,,U0Rx,,GPIO114,,,
,GPIO115,,,,,,,,,,,,,,,,,,U0Tx,,GPIO115,,,
,GPIO116,,,,,,,,,,,,,,,,,SSI1Tx,,,GPIO116,,,
,GPIO117,,,,,,,,,,,,,,,,,SSI1Rx,,,GPIO117,,,
,GPIO118,,,,,,,,,,,,,,,,,,,,GPIO118,,SCITXDA,
,GPIO119,,,,,,,,,,,,,,,,,,,,GPIO119,,SCIRXDA,
,GPIO120,,,,,,,,,,,,,,,,,SSI3Tx,,,GPIO120,,
,GPIO121,,,,,,,,,,,,,,,,,SSI3Rx,,,GPIO121,,
,GPIO122,,,,,,,,,,,,,,,,,SSI3Clk,,,GPIO122,,
,GPIO123,,,,,,,,,,,,,,,,,SSI3Fss,,,GPIO123,,
,GPIO124,,,,,,,,,,,,,,,,,,,,GPIO124,EPWM7A,,
,GPIO125,,,,,,,,,,,,,,,,,,,,GPIO125,EPWM7B,,
,GPIO126,,,,,,,,,,,,,,,,,,,,GPIO126,EPWM8A,,
,GPIO127,,,,,,,,,,,,,,,,,,,,GPIO127,EPWM8B,,
,GPIO128,,,,,,,,,,,,,,,,,,,,GPIO128,EPWM9A,,
,GPIO129,,,,,,,,,,,,,,,,,,,,GPIO129,EPWM9B,,
,GPIO130,,,,,,,,,,,,,,,,,,,,GPIO130,EPWM10A,,
,GPIO131,,,,,,,,,,,,,,,,,,,,GPIO131,EPWM10B,,
,GPIO132,,,,,,,,,,,,,,,,,,,,GPIO132,EPWM11A,,
,GPIO133,,,,,,,,,,,,,,,,,,,,GPIO133,EPWM11B,,
,GPIO134,,,,,,,,,,,,,,,,,,,,GPIO134,EPWM12A,,
,GPIO135,,,,,,,,,,,,,,,,,,,,GPIO135,EPWM12B,,
